Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,55580.0,1,False,True,False,3465.0,0.0003519192033415635,Low
L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000044,67494.3,1,False,True,False,4757.1,0.004088432316493127,Low
L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000044,56315.0,1,False,True,False,3605.0,0.0003519192033415635,Low
L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,64890.00000000001,1,False,True,False,4326.0,0.0003519192033415635,Low
M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000025,58405.2,2,False,False,True,3819.9,0.0037010643638656433,Low
L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000025,56471.0,1,False,True,False,4169.0,0.0037010643638656433,Low
L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000025,57104.8,1,False,True,False,3673.6,0.004788071491516248,Low
M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000025,71232.0,2,False,False,True,6042.0,0.00035049822838692263,Low
L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,56797.7,1,False,True,False,4130.099999999999,0.0003519192033415635,Low
M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,86254.7,2,False,False,True,7223.3,0.8567283179863849,Critical
L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000044,58389.7,1,False,True,False,4477.400000000001,0.000991329512995176,Low
L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000044,64988.0,1,False,True,False,5456.0,0.0003519192033415635,Low
L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,54980.3,1,False,True,False,4548.6,0.0027194071412203705,Low
L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,53392.5,1,False,True,False,4339.2,0.002079996831566758,Low
H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,71097.59999999999,0,True,False,False,6877.0,0.0,Low
L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,1,False,True,False,6061.5,0.0008746176674289091,Low
M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,2,False,False,True,5082.7,0.001214311452871697,Low
L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.4,1,False,True,False,5642.0,0.0003519192033415635,Low
L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,1,False,True,False,5438.599999999999,0.000991329512995176,Low
L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,1,False,True,False,4550.400000000001,0.004538964042432702,Low
L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.7,1,False,True,False,5562.6,0.0011074998741468687,Low
M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,2,False,False,True,6837.6,0.0023865104717534476,Low
L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,1,False,True,False,7957.700000000001,0.005438727877063509,Low
H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000025,44396.1,0,True,False,False,3717.9,0.009995457729602787,Low
L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000044,58680.0,1,False,True,False,7110.0,0.005057791409575024,Low
L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000044,53973.6,1,False,True,False,5504.0,0.001395863117067436,Low
L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.2,1,False,True,False,4746.6,0.02769001569147192,Low
L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,1,False,True,False,8823.199999999999,0.00434680957048511,Low
L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,1,False,True,False,8167.200000000001,0.0040719667035456495,Low
L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,1,False,True,False,6064.8,0.0007564528074138232,Low
M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,2,False,False,True,6307.0,0.0006910715043697767,Low
L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,1,False,True,False,5570.6,0.0020162250405900326,Low
L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,1,False,True,False,6089.999999999999,0.0011074998741468687,Low
L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,1,False,True,False,7628.7,0.006953107681003015,Low
L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,1,False,True,False,8520.4,0.006119483665107739,Low
L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.8,1,False,True,False,6316.9,0.00022742021161325913,Low
L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,1,False,True,False,7850.7,0.0027488619873142933,Low
M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,2,False,False,True,6234.500000000001,0.0024395441866803813,Low
L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,1,False,True,False,7275.6,0.007387384440437002,Low
M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000025,56803.2,2,False,False,True,6954.0,0.005967931736712153,Low
L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000044,70067.9,1,False,True,False,9707.9,0.0003017891029495589,Low
L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,1,False,True,False,5967.0,0.0017755556877100357,Low
M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000025,69092.40000000001,2,False,False,True,10165.2,0.0,Low
L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000025,43181.1,1,False,True,False,4860.0,0.022167214611598842,Low
L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,1,False,True,False,11877.6,0.834554102288049,Critical
L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.2,1,False,True,False,8996.4,0.14203140408231554,Low
M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,2,False,False,True,10114.6,0.031069169869314833,Low
M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000044,51087.8,2,False,False,True,6562.599999999999,0.22764535487586668,Low
L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000044,53097.5,1,False,True,False,7102.0,0.25620848678076835,Medium
L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,1,False,True,False,9737.0,0.1208134035019182,Low
L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,1,False,True,False,12268.8,0.8833544142873313,Critical
L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,1,False,True,False,12251.6,0.8571688040987172,Critical
L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,1,False,True,False,0.0,0.0005810750261369088,Low
M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,2,False,False,True,85.2,0.00011124985046156657,Low
L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,1,False,True,False,179.0,0.00011124985046156657,Low
L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,1,False,True,False,337.40000000000003,0.004770544358971663,Low
L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,1,False,True,False,341.1,0.00011124985046156657,Low
L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,1,False,True,False,444.4,0.00011124985046156657,Low
L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,1,False,True,False,819.0,0.0616200180799563,Low
L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,1,False,True,False,442.5,0.008725278913235235,Low
L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.8,1,False,True,False,644.3,0.000164970093728291,Low
M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,2,False,False,True,1214.1,0.9475962302977146,Critical
M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000025,74730.2,2,False,False,True,1080.2,0.008241251658776937,Low
L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,1,False,True,False,802.5,0.0006347952694036333,Low
M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,2,False,False,True,723.6,0.002922813873300596,Low
M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000025,51260.1,2,False,False,True,969.0,0.0006347952694036333,Low
L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,1,False,True,False,1567.5,0.010865009131901979,Low
L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000025,53943.4,1,False,True,False,1298.5,0.000164970093728291,Low
H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000025,62928.00000000001,0,True,False,False,1616.9,0.0025697153526792887,Low
L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000025,41229.4,1,False,True,False,886.2,0.002287792814779596,Low
H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000025,44640.0,0,True,False,False,1091.2,0.0036178736584146793,Low
L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,1,False,True,False,1813.0,0.000164970093728291,Low
H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,0,True,False,False,2019.6,0.000625687785669158,Low
M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,2,False,False,True,2284.8,0.000164970093728291,Low
L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,1,False,True,False,2383.6,0.000164970093728291,Low
L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999975,65596.0,1,False,True,False,2806.0,0.0070380687909415715,Low
L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999975,47082.0,1,False,True,False,1795.5,0.004510851474298578,Low
L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,1,False,True,False,3555.5,0.005236858711699729,Low
M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999975,46550.0,2,False,False,True,1782.2,0.002418066149204102,Low
H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,0,True,False,False,3549.0,0.002381881368074149,Low
M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,2,False,False,True,2205.0,0.006821556423281474,Low
L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000025,42564.6,1,False,True,False,1825.2,0.009477761975778697,Low
M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.2,2,False,False,True,3496.0,0.0010645487617605984,Low
L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999975,59349.0,1,False,True,False,3029.5,0.0010645487617605984,Low
M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,2,False,False,True,4233.0,0.0012548262118684084,Low
L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,1,False,True,False,3784.0,0.0060645487617605985,Low
L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000025,39379.2,1,False,True,False,1728.0,0.00558321773203695,Low
L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000025,56448.0,1,False,True,False,3312.0,0.003460395010985646,Low
L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000025,52754.8,1,False,True,False,3120.8,0.003460395010985646,Low
L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000025,57038.0,1,False,True,False,3033.6000000000004,0.004547402138636252,Low
H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,0,True,False,False,4135.6,0.003609664298289667,Low
L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999956,67061.2,1,False,True,False,4810.1,0.00384776296361313,Low
L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999956,65572.8,1,False,True,False,4788.0,0.009764409978505934,Low
L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,1,False,True,False,4558.2,0.00011124985046156657,Low
L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999956,53667.00000000001,1,False,True,False,4381.8,0.005057791409575024,Low
H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999975,62361.6,0,True,False,False,4972.799999999999,0.0015583172992462968,Low
M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999975,70109.2,2,False,False,True,5927.6,0.0,Low
M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,2,False,False,True,3653.3,0.001438926330992169,Low
L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,1,False,True,False,5636.400000000001,0.0013338516634598524,Low
L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,1,False,True,False,3137.2000000000003,0.004309570492124446,Low
H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000025,39812.3,0,True,False,False,2356.2,0.0024747419243928686,Low
M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.2,2,False,False,True,4663.6,0.0020623094185632813,Low
L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,1,False,True,False,5132.2,0.00011124985046156657,Low
L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,1,False,True,False,3685.6,0.0035641534151479547,Low
H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.2,0,True,False,False,4843.8,0.0020623094185632813,Low
M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,2,False,False,True,6220.5,0.00033423179033808723,Low
L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,1,False,True,False,4015.0,0.004925780296133399,Low
L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.8,1,False,True,False,2841.6,0.002350242932664564,Low
L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,1,False,True,False,7065.0,5.779140957502456e-05,Low
M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,2,False,False,True,5563.2,0.0004504021514897798,Low
L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000025,61596.00000000001,1,False,True,False,7316.0,5.779140957502456e-05,Low
M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000025,59119.2,2,False,False,True,6405.599999999999,0.0006910715043697767,Low
H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000025,63786.8,0,True,False,False,6688.0,0.0011517891963106438,Low
M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000025,64077.3,2,False,False,True,7276.5,0.0022840228646335862,Low
L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000044,52848.0,1,False,True,False,6048.0,0.001395863117067436,Low
L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000025,66700.4,1,False,True,False,8636.0,0.0040719667035456495,Low
M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000025,68900.0,2,False,False,True,9116.0,0.0,Low
L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,1,False,True,False,7105.0,0.0013980298669253632,Low
L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,1,False,True,False,5876.400000000001,0.0029140881065864376,Low
L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,1,False,True,False,5083.599999999999,0.04251353826876889,Low
L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.8,1,False,True,False,7221.9,0.002387384440437003,Low
L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.2,1,False,True,False,5874.3,0.0009856086302091687,Low
H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,0,True,False,False,7067.000000000001,0.0009111198434306468,Low
L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,1,False,True,False,6175.0,0.0014871924447894685,Low
L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,1,False,True,False,7680.0,0.016939822386275224,Low
L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,1,False,True,False,8982.199999999999,0.0039206647466997905,Low
M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,2,False,False,True,8212.4,0.0038605590919445943,Low
L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.2,1,False,True,False,5532.2,0.023040082647114657,Low
L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,1,False,True,False,8321.4,0.009534128635720937,Low
L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,1,False,True,False,11510.1,0.864571718960419,Critical
H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999956,53474.2,0,True,False,False,6437.0,0.15408671211136896,Low
H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,0,True,False,False,6279.0,0.18684439981096318,Low
M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999956,58576.2,2,False,False,True,9008.5,0.2166495380341391,Low
M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999956,72192.9,2,False,False,True,11314.2,0.13465521516729428,Low
M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,2,False,False,True,0.0,0.00011124985046156657,Low
L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,1,False,True,False,93.9,0.0005810750261369088,Low
M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000025,65811.2,2,False,False,True,224.0,0.009798804431337332,Low
L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000044,45299.1,1,False,True,False,207.2,0.0033561340800347013,Low
M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,2,False,False,True,205.0,0.0008262457271890405,Low
L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,1,False,True,False,360.1,0.0035641534151479547,Low
L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,1,False,True,False,573.0,0.00011124985046156657,Low
M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,2,False,False,True,547.4000000000001,0.0011982569781121722,Low
L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000044,58075.6,1,False,True,False,788.0,0.00011124985046156657,Low
M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,2,False,False,True,717.2,0.0005810750261369088,Low
L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,1,False,True,False,1162.5,0.006497536719260831,Low
L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,1,False,True,False,1312.2,0.0057141141606848345,Low
M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,2,False,False,True,400.2000000000001,0.00020801933511325376,Low
L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,1,False,True,False,1052.8,0.0005810750261369088,Low
M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,2,False,False,True,1536.8000000000002,0.0403560107088897,Low
L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,1,False,True,False,1509.6,0.00011124985046156657,Low
L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9,1,False,True,False,1236.3,0.0005810750261369088,Low
L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999,1,False,True,False,1406.3,0.00011124985046156657,Low
H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999,0,True,False,False,1904.9,0.0030386935734999098,Low
M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999956,49941.0,2,False,False,True,1488.0,0.0005810750261369088,Low
M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999956,69322.0,2,False,False,True,2346.0,0.002952365214566659,Low
H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,50220.0,0,True,False,False,1620.0,0.0012938420853466565,Low
L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.4,1,False,True,False,2023.7,0.00011124985046156657,Low
L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7,1,False,True,False,2250.9,0.00011124985046156657,Low
M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999956,68362.2,2,False,False,True,3080.7,0.003014836599460018,Low
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999956,51881.4,1,False,True,False,2257.2000000000003,0.00011124985046156657,Low
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,53838.9,2,False,False,True,2495.6000000000004,0.00011124985046156657,Low
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.2,2,False,False,True,2456.6,0.00011124985046156657,Low
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,58102.2,2,False,False,True,2826.8,0.00011124985046156657,Low
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.8,1,False,True,False,2833.6,0.00011124985046156657,Low
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,50676.0,0,True,False,False,2441.1,0.0005810750261369088,Low
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4,1,False,True,False,4015.2,0.012915461423451806,Low
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999956,77666.40000000001,1,False,True,False,4747.2,0.0,Low
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999956,77797.5,1,False,True,False,5060.0,0.0,Low
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999975,63476.8,2,False,False,True,3681.0,0.0003519192033415635,Low
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999956,60092.7,2,False,False,True,3561.9,0.00011124985046156657,Low
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999975,58815.5,1,False,True,False,3792.0,0.00011124985046156657,Low
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999975,57290.7,0,True,False,False,3537.8,0.0005719675424024336,Low
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,60338.4,2,False,False,True,3831.6,0.00011124985046156657,Low
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999975,61112.4,1,False,True,False,4038.6,0.00011124985046156657,Low
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,72638.5,2,False,False,True,5583.6,0.0012721791624950487,Low
L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,59304.0,1,False,True,False,4662.0,0.0006339483145489122,Low
L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,61533.0,1,False,True,False,4859.0,0.0006339483145489122,Low
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,57334.2,1,False,True,False,4301.0,0.00011124985046156657,Low
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,72711.9,2,False,False,True,6072.3,0.0012721791624950487,Low
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999,2,False,False,True,6468.0,0.0007183219018940876,Low
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999975,51567.6,1,False,True,False,3616.2,0.0011982569781121722,Low
